37173,37279,61421,2943,Gl 280A,10Alp CMi,Procyon (Alpha Canis Minoris),7.655033,5.224993,3.5142,-716.57,-1034.58,-4.0,0.400,2.671,F5IV-V,0.432,-1.469312,3.176170,0.320024,0.00001212,0.00000289,-0.00001792,2.004083041242831,0.09119333187796,-0.0000034740293907569444,-0.000005015785376,Alp,10,CMi,1,37173,Gl 280,7.4404636619191935,,,
37718,37826,62509,2990,Gl 286,78Bet Gem,Pollux (Beta Geminorum),7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.160,1.084,K0IIIvar,0.991,-4.055465,8.195180,4.867171,0.00002624,0.00001782,-0.00000031,2.0303268874812184,0.4891494417459975,-0.0000030334307178680563,-0.000000222771886,Bet,78,Gem,1,37718,,32.09223768048434,,,
39318,39429,66811,3165,,Zet Pup,Naos (Zeta Puppis),8.059737,-40.003148,332.2259,-30.82,16.77,-24.0,2.210,-5.397,O5IAf,-0.269,-130.674899,218.376203,-213.564535,0.00004333,0.00002425,0.00003647,2.110034132578707,-0.6981866375965275,-0.00000014941957634722223,0.000000081303254,Zet,,Pup,1,39318,,12554.51673687138,Zet,2.224,2.194
40921,41037,71129,3307,,Eps Car,Avior (Epsilon Carinae),8.375236,-59.509483,185.5288,-25.34,22.72,2.0,1.860,-4.482,K3III+B2V,1.196,-54.837080,76.515238,-159.872623,0.00000766,0.00002843,0.00000861,2.192631676046867,-1.038636414190405,-0.00000012285178665277778,0.000000110149668,Eps,,Car,1,40921,,5405.053537086696,,,
45106,45238,80007,3685,,Bet Car,Miaplacidus (Beta Carinae),9.220041,-69.717208,34.6981,-157.66,108.91,-5.0,1.670,-1.032,A2IV,0.070,-8.980712,8.001552,-32.546536,0.00000613,0.00003005,0.00001115,2.413801172874073,-1.2167948189074338,-0.0000007643572487638889,0.000000528010579,Bet,,Car,1,45106,,225.32013356294826,,,
45425,45556,80404,3699,,Iot Car,Tureis (Iota Carinae),9.284838,-59.275229,234.7418,-19.03,13.11,13.0,2.210,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-0.00000074,0.00002921,-0.00000381,2.43076493672462,-1.0345479138581113,-0.00000009226004340972223,0.000000063559073,Iot,,Car,1,45425,,6269.024974761646,,,
46259,46390,81797,3748,,30Alp Hya,Alphard (Alpha Hydrae),9.459790,-8.658603,55.2792,-14.49,33.25,-4.0,1.990,-1.723,K3III,1.440,-43.003468,33.722848,-8.322089,0.00000452,0.00000139,0.00000942,2.4765671803168545,-0.151121122495205,-0.0000000702495023125,0.000000161200548,Alp,30,Hya,1,46259,,425.7944535825967,,,
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis (Epsilon Leonis),9.764188,23.774255,75.6430,-46.09,-9.57,4.0,2.970,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,0.00000504,0.00001694,-0.00000156,2.556258343807028,0.41493902002914623,-0.00000022345062536805559,-0.000000046396669,Eps,17,Leo,1,47772,,323.2957533680941,,,
49528,49669,87901,3982,,32Alp Leo,Regulus (Alpha Leonis),10.139532,11.967207,24.3132,-249.40,4.91,6.0,1.360,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,0.00000856,0.00002873,0.00000184,2.654523172153456,0.20886716528807125,-0.0000012091253193055555,0.000000023804351,Alp,32,Leo,1,49528,,147.09570767969763,,,
50440,50583,89484,4057,,41Gam1Leo,Algieba (Gamma Leonis),10.332873,19.841489,39.8883,310.77,-152.88,-37.0,2.010,-0.994,K0III,1.128,-34.002797,15.860719,13.538740,-0.00000224,-0.00006526,-0.00004065,2.7051398372354067,0.34629930564740247,0.0000015066554750624999,-0.000000741183154,Gam-1,41,Leo,1,50440,,217.57049509257934,,,
